sector,node,2023,2030,2035,2040,2045,2050,carrier
Agriculture,AT,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,Electricity
Agriculture,BE,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,Electricity
Agriculture,BG,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,Electricity
Agriculture,CZ,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,Electricity
Agriculture,DE,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,Electricity
Agriculture,DK,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,Electricity
Agriculture,EE,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,Electricity
Agriculture,ES,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,Electricity
Agriculture,FI,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,Electricity
Agriculture,FL,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,Electricity
Agriculture,FR,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,Electricity
Agriculture,GB,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,Electricity
Agriculture,GR,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,Electricity
Agriculture,HR,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,Electricity
Agriculture,HU,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,Electricity
Agriculture,IE,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,Electricity
Agriculture,IT,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,Electricity
Agriculture,LT,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,Electricity
Agriculture,LU,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,Electricity
Agriculture,LV,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,Electricity
Agriculture,NL,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,Electricity
Agriculture,PL,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,Electricity
Agriculture,PT,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,Electricity
Agriculture,RO,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,Electricity
Agriculture,SE,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,Electricity
Agriculture,SK,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,Electricity
Ammonia production,BE,2.1768586569553324e-05,0.07534830428368203,0.07534830428368203,0.5073866891963521,1.7674773261224956,3.391291242377339,Electricity
Ammonia production,CH,8.939352849641402e-06,4.172711112491012e-06,4.172711112491012e-06,0.0267273398620596,0.1115886129621061,0.5045891889373565,Electricity
Ammonia production,CZ,4.1324169587783135e-06,5.077514511200726e-06,5.077514511200726e-06,6.436338188585312e-06,1.4059435392733369e-05,0.1282147568293975,Electricity
Ammonia production,DE,9.618303520793295e-06,5.428607399082169,5.428607399082169,7.897039501833992,5.186440106623202,8.667605702930965,Electricity
Ammonia production,ES,1.387248286765859,2.3476051229083517e-06,2.3476051229083517e-06,2.515150160648824e-06,4.441006426107779e-06,3.5557762924279065e-06,Electricity
Ammonia production,FI,4.7892200661611e-06,4.496431768981597,4.496431768981597,4.02090020890593,3.635792581952056,1.0933756650663304,Electricity
Ammonia production,FL,8.211008409559939e-06,0.0350382171489811,0.0350382171489811,0.2651634122043693,1.025292568908158,1.8941052760997812,Electricity
Ammonia production,FR,7.696222290323046e-06,3.838583618425136e-06,3.838583618425136e-06,0.0299066295235743,0.9019642714981022,1.1484235086863044,Electricity
Ammonia production,GB,1.4249969614206537e-05,0.7518252344268218,0.7518252344268218,2.9856960266545727,8.339884124508831,8.338187833136327,Electricity
Ammonia production,IE,7.449192996355499e-06,0.0606848710363367,0.0606848710363367,0.0391439661339915,0.2985296871466033,0.4023155860123821,Electricity
Ammonia production,IT,1.4477351575157815e-05,0.10422872037593975,0.10422872037593975,0.07533701648745933,0.03555348851193012,0.04485787126024855,Electricity
