sector,node,2023,2030,2035,2040,2045,2050,carrier
Agriculture,AT,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,Electricity
Agriculture,BE,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,Electricity
Agriculture,BG,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,Electricity
Agriculture,CZ,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,Electricity
Agriculture,DE,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,Electricity
Agriculture,DK,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,Electricity
Agriculture,EE,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,Electricity
Agriculture,ES,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,Electricity
Agriculture,FI,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,Electricity
Agriculture,FL,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,Electricity
Agriculture,FR,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,Electricity
Agriculture,GB,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,Electricity
Agriculture,GR,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,Electricity
Agriculture,HR,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,Electricity
Agriculture,HU,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,Electricity
Agriculture,IE,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,Electricity
Agriculture,IT,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,Electricity
Agriculture,LT,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,Electricity
Agriculture,LU,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,Electricity
Agriculture,LV,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,Electricity
Agriculture,NL,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,Electricity
Agriculture,PL,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,Electricity
Agriculture,PT,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,Electricity
Agriculture,RO,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,Electricity
Agriculture,SE,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,Electricity
Agriculture,SK,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,Electricity
Ammonia production,BE,2.1768586569553324e-05,0.00010242412204668944,0.049122770144804116,0.26156598898436545,0.4585681195955595,2.3979629713955823,Electricity
Ammonia production,CH,8.939352849641402e-06,1.47762546921064e-06,3.955273947603182e-06,3.8280157130124355e-05,0.013651367703388,0.6318306298163189,Electricity
Ammonia production,CZ,4.1324169587783135e-06,5.697459381923991e-06,1.1919215795186254e-05,0.195225122083912,0.2361125432748444,0.3343709040751593,Electricity
Ammonia production,DE,9.618303520793295e-06,1.8721981788040376,2.907596216574498,5.980844874077366,4.280202848059624,5.657140432684766,Electricity
Ammonia production,ES,1.387248286765859,1.949632763933221e-06,4.256912415551592e-06,7.352901988579194e-06,6.762164841296336e-06,5.733396590476441e-06,Electricity
Ammonia production,FI,4.7892200661611e-06,4.588091760822787,4.230104952355966,3.773036482947694,4.079256885659385,1.7380272213678194,Electricity
Ammonia production,FL,8.211008409559939e-06,7.379548931462431e-05,0.0333417266402327,0.2160865487925253,0.1852012250493002,1.2230729629939858,Electricity
Ammonia production,GB,1.4249969614206537e-05,0.19130524241266814,3.5573751983303152,4.089136094284942,8.309495759179066,12.472348560340023,Electricity
Ammonia production,IE,7.449192996355499e-06,2.7242767066957837e-06,3.6979021654812696e-06,5.7282345396223e-06,0.0877436226849081,0.5019787601275707,Electricity
Ammonia production,LU,8.186901886580355e-06,2.866069267052433e-05,4.239351081083295e-05,7.533449707563336e-05,0.0109259311141343,0.1622199222271749,Electricity
Ammonia production,NL,5.162503512695389e-06,0.1885729926474709,0.6523628879175656,0.9135282122687766,0.9454242117533764,0.5275133813328646,Electricity
