sector,node,2023,2030,2035,2040,2045,2050,carrier
Agriculture,AT,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,0.9907068257669712,Electricity
Agriculture,BE,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,1.4914222193872155,Electricity
Agriculture,BG,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,0.2766178943619046,Electricity
Agriculture,CZ,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,0.8353678239750373,Electricity
Agriculture,DE,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,6.185762202018454,Electricity
Agriculture,DK,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,1.6066530368973624,Electricity
Agriculture,EE,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,0.1168376065009435,Electricity
Agriculture,ES,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,4.529364533337651,Electricity
Agriculture,FI,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,1.249406755758856,Electricity
Agriculture,FL,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,0.8372482989995965,Electricity
Agriculture,FR,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,6.641751325453479,Electricity
Agriculture,GB,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,3.4704799200255745,Electricity
Agriculture,GR,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,2.0252590087011404,Electricity
Agriculture,HR,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,0.0556381403111367,Electricity
Agriculture,HU,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,0.8505764728907447,Electricity
Agriculture,IE,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,0.4586222824360008,Electricity
Agriculture,IT,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,5.162303072242357,Electricity
Agriculture,LT,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,0.1816496684488076,Electricity
Agriculture,LU,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,0.0273478837636188,Electricity
Agriculture,LV,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,0.1595525617790044,Electricity
Agriculture,NL,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,9.516894209798842,Electricity
Agriculture,PL,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,1.6012118924836944,Electricity
Agriculture,PT,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,0.8669361435681462,Electricity
Agriculture,RO,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,0.6428253721175587,Electricity
Agriculture,SE,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,0.8552552519931031,Electricity
Agriculture,SK,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,0.2605174911315969,Electricity
Ammonia production,AT,9.002528356256004e-06,0.0424294220848659,0.2186209326969567,0.184540111709086,0.1098507023876529,0.1797846426835769,Electricity
Ammonia production,BE,2.1768586569553324e-05,0.019057944542412435,0.016544513374486938,0.7568516654898194,1.5965213661384579,3.231306754472482,Electricity
Ammonia production,CH,8.939352849641402e-06,2.846153937748558e-06,1.955605683184755e-05,0.307567778236825,0.2993648975285313,0.7474837198297719,Electricity
Ammonia production,CZ,4.1324169587783135e-06,9.7667558869839e-06,0.0062437738314122,0.0291458970765862,0.0207502841802394,0.123152388677108,Electricity
Ammonia production,DE,9.618303520793295e-06,1.424360146880693,3.4473511280950317,4.9197484259147455,3.652790201788936,6.502863588298927,Electricity
Ammonia production,EE,8.18551067993955e-06,2.406321968084319e-06,0.0606615095924073,0.0375725357096383,0.0323673299906009,0.0399984832889589,Electricity
Ammonia production,ES,1.387248286765859,2.1187569037149034e-06,2.7868259039066046e-06,3.394087341847628e-06,3.3106109914176104e-06,4.7004097123308405e-06,Electricity
Ammonia production,FI,4.7892200661611e-06,5.079911724374201,4.631389320686262,4.1848797380918406,3.317097246697272,0.8432579935244962,Electricity
Ammonia production,FL,8.211008409559939e-06,0.0190137633245381,0.0164851937091485,0.4430262851513871,0.8811098181608419,1.7790601800157484,Electricity
Ammonia production,FR,7.696222290323046e-06,3.5659535321664943e-06,1.4090198791959706e-05,0.0005581895273121,0.0003556236574624,0.5575762795069061,Electricity
Ammonia production,GB,1.4249969614206537e-05,0.17129594171629756,2.2188955122374208,4.435559156924074,10.92693993666029,8.249306535492343,Electricity
