imports_exports,countries,year,carriers,AL,AT,BA,BG,BX,CH,CZ,DE,DK,EE,ES,FI,FL,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,WL
imports,AL,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7461333542989643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.995372976173898,0.0,0.0,0.0,0.0,0.0,0.0,4.060107064251845,0.0,0.0,0.0,0.0
imports,AT,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.1702673862729853,9.37811468943844,9.664411272062749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.70011229804942,0.0,1.6921755425085847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56175543663379,0.0,0.0
imports,BA,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.674082181304128,0.0,0.0,0.0,0.0,0.0,0.0,6.769646852223461,0.0,0.0,0.0,0.0,0.0,0.0,5.921992397045706,0.0,0.0,0.0,0.0
imports,BG,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7733683865720161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7197813252782561,0.0,0.0,0.0,0.0,6.783537649808945,2.824158196783572,0.0,0.0,0.0,0.0
imports,BX,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.194872089162797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.115333026526967
imports,CH,2030,Electricity,0.0,23.419340603898306,0.0,0.0,0.0,0.0,0.0,39.73482661174071,0.0,0.0,0.0,0.0,0.0,0.8792137137206584,0.0,0.0,0.0,0.0,0.0,43.077109357351034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,CZ,2030,Electricity,0.0,3.890726192412992,0.0,0.0,0.0,0.0,0.0,1.8058677219719488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.693172648759896,0.0,0.0,0.0,0.0,0.0,10.303129382677568,0.0
imports,DE,2030,Electricity,0.0,53.50128116283683,0.0,0.0,0.0,30.338444331605725,27.676326186343353,0.0,0.779920284595281,0.0,0.0,0.0,0.0,1.982053590093536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.048198278437286,0.0,0.0,0.0,7.608159432386502,2.386174926697556,22.70482471230773,0.0,0.0,0.0,0.9672808026648404,0.0,0.0,1.696312116927399
imports,DK,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.264618913059823,0.0,0.0,0.0,0.0,0.0,0.0,5.0167891832349785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.764223709494397,2.469609633866625,0.0,0.0,0.0,0.0,0.5669552664661547,0.0,0.0,0.0
imports,EE,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4977829793695951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3621155399081677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ES,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97350180307055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.210662121313842,0.0,0.0,0.0,0.0,0.0,0.0
imports,FI,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.206806938577799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,FL,2030,Electricity,0.0,0.0,0.0,0.0,4.477022817334239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3402786987134374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.429462935209134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.348498169719305
imports,FR,2030,Electricity,0.0,0.0,0.0,0.0,0.0,62.215065690930075,0.0,38.33275802994092,0.0,0.0,7.209810087460419,0.0,0.0,0.0,6.910002991097681,0.0,0.0,0.0,0.0,5.799046856562065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.49553770793539
imports,GB,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.119374891793157,0.0,0.0,0.0,3.872491425042204,3.187765618477213,0.0,0.0,0.0,0.0,0.1506094665710391,0.0,0.0,0.0,0.0,0.0,0.0,3.748159447176353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GR,2030,Electricity,7.507082505949878,0.0,0.0,5.479518514576406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42364008071155,0.0,0.0,0.0,0.0,15.370641364416135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,HR,2030,Electricity,0.0,0.0,16.896286193591656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.035352767286012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.106650306559262,0.0,8.086817840678412,0.0,0.0
imports,HU,2030,Electricity,0.0,3.962046700395172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.257142124128224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.281018641212023,6.4732043297226465,0.0,0.0,10.405728659987338,0.0
imports,IE,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8953814242152001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,IT,2030,Electricity,0.0,0.5652272307270327,0.0,0.0,0.0,5.811513842848087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3180083051594843,0.0,0.3589183672952523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4070132584007031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3151825968570083,0.0,0.0
imports,LT,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59634757348114,0.0,0.0,0.0,0.0,7.199505703522231,0.0,0.0,0.0,0.2682782098933298,0.0,0.0,0.0
imports,LU,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9256211122588778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3215872958767745
imports,LV,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.191330630712361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.627171799324208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ME,2030,Electricity,2.2047582275720528,0.0,5.2341992660091075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4284690906619835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.31200053438944,0.0,0.0,0.0,0.0
imports,MK,2030,Electricity,0.0,0.0,0.0,1.468622325551622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.502878887656363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.668935228281104,0.0,0.0,0.0,0.0
imports,NL,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.57586730023184,0.8671046037414099,0.0,0.0,0.0,16.945238279102554,0.0,2.3402611495743786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3747456643016196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,NO,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.091076145706793,3.821454223624242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.966903427004933,0.0,0.0,0.0,0.0,0.0,21.984808369345075,0.0,0.0,0.0
imports,PL,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,11.5726318657448,5.889781760422563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3545777891712065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6607485962835834,0.0,9.910480622299026,0.0
imports,PT,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.086454192241497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,RO,2030,Electricity,0.0,0.0,0.0,4.577241173387175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606111342237263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.43787329360996,0.0,0.0,0.0,0.0
imports,RS,2030,Electricity,0.4415925481225606,0.0,3.1642684042383022,1.1977196961554053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5465921805305585,2.918971138404496,0.0,0.0,0.0,0.0,0.0,0.4967626588217709,3.4456617551964177,0.0,0.0,0.0,0.0,2.0108978209509107,0.0,0.0,0.0,0.0,0.0
imports,SE,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4022377583036887,0.903002789098877,0.0,0.0,0.8740036438157088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.325658616367427,0.0,0.0,0.0,0.0,0.0,17.817665047294966,4.184193868025472,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,SI,2030,Electricity,0.0,5.756066833373154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.400082904505854,0.0,0.0,5.543873488932178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,SK,2030,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,6.717073782866847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.000804869238955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.561471892736023,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,WL,2030,Electricity,0.0,0.0,0.0,0.0,4.649642009979906,0.0,0.0,2.778684963554108,0.0,0.0,0.0,0.0,14.322388687389353,4.1115865665013915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.163659753914951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,AL,2035,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4374471386838104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6816087026654,0.0,0.0,0.0,0.0,0.0,0.0,3.616276136727688,0.0,0.0,0.0,0.0
imports,AT,2035,Electricity,0.0,0.0,0.0,0.0,0.0,0.307654160016887,8.28999873380699,14.863657759662376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333114549942314,0.0,1.9385948595548088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.108038266588977,0.0,0.0
imports,BA,2035,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.36538872410502,0.0,0.0,0.0,0.0,0.0,0.0,5.692468445387616,0.0,0.0,0.0,0.0,0.0,0.0,4.461112172872897,0.0,0.0,0.0,0.0
imports,BG,2035,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1652079285182566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9191561279748508,0.0,0.0,0.0,0.0,6.6973483505049085,4.134686643017158,0.0,0.0,0.0,0.0
imports,BX,2035,Electricity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.668475421449652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.658306879341578
imports,CH,2035,Electricity,0.0,20.164098685324145,0.0,0.0,0.0,0.0,0.0,43.11222129807515,0.0,0.0,0.0,0.0,0.0,1.1736203093475055,0.0,0.0,0.0,0.0,0.0,45.43360139744243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,CZ,2035,Electricity,0.0,5.5468398059515245,0.0,0.0,0.0,0.0,0.0,3.770060508054402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.510055924274624,0.0,0.0,0.0,0.0,0.0,8.109396268613866,0.0
imports,DE,2035,Electricity,0.0,51.169628237785695,0.0,0.0,0.0,34.066241534120195,23.38667056889369,0.0,0.3852403940896232,0.0,0.0,0.0,0.0,2.440593504470149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4393603338588012,0.0,0.0,0.0,6.801083702276957,2.395964095428907,17.841714027242382,0.0,0.0,0.0,0.9612559622488008,0.0,0.0,2.397028986610581
