imports_exports,countries,year,carriers,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK
imports,AL,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.365519445789391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56988233854112,0.6996940451769276,0.0,0.0,0.0,0.0,0.0,4.17418690895385,0.0,0.0,0.0
imports,AT,2030,elec,0.0,0.0,0.0,0.0,0.0,5.406123710716816,2.283511692242891,14.115909054800492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.711538986769214,0.0,1.7428120618463572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.489768633910591,0.0
imports,BA,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3328786106906705,0.0,0.0,0.0,0.0,0.0,0.0,3.0558959891269044,0.0,0.0,0.0,0.0,0.0,0.0,3.2501489503529566,0.0,0.0,0.0
imports,BE,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.410628777812745,4.0678355268239255,0.0,0.0,0.0,0.0,0.0,0.0,2.1549938881333777,0.0,0.0,0.0,7.867220454311989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,BG,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3684181058558593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9703237320785165,0.0,0.0,0.0,0.0,11.455479340035197,3.3089497069231646,0.0,0.0,0.0
imports,CH,2030,elec,0.0,5.3847549255715315,0.0,0.0,0.0,0.0,0.0,26.171471971526323,0.0,0.0,0.0,0.0,20.76804754910796,0.0,0.0,0.0,0.0,0.0,27.0054662239817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,CZ,2030,elec,0.0,8.5192876162157,0.0,0.0,0.0,0.0,0.0,9.308831090679485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.280259174564127,0.0,0.0,0.0,0.0,0.0,8.744219427940088
imports,DE,2030,elec,0.0,26.59616463380074,0.0,0.0,0.0,45.47319409763568,7.602985334558186,0.0,1.945167144184181,0.0,0.0,0.0,18.45289729907328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.99793794595367,0.0,0.0,0.0,37.58349471852343,0.0,8.110002735430218,0.0,0.0,0.0,1.3148437178967791,0.0,0.0
imports,DK,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.449203099424206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.13457312135792,0.0,0.0,0.0,0.0,0.7673438229995031,0.0,0.0
imports,EE,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6194611651444384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811237466383012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,ES,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.127825071294737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.967294449208666,0.0,0.0,0.0,0.0,0.0
imports,FI,2030,elec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3046338683549429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,FR,2030,elec,0.0,0.0,0.0,15.770066579686414,0.0,13.392493376032716,0.0,9.837243280241404,0.0,0.0,16.193550907419997,0.0,0.0,42.723383201941374,0.0,0.0,0.0,0.0,11.2484863806606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GB,2030,elec,0.0,0.0,0.0,27.33291124476071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.11075900894423,0.0,0.0,0.0,0.0,1.4104257016727615,0.0,0.0,0.0,0.0,0.0,0.0,10.296983471073156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
imports,GR,2030,elec,2.8121978172221933,0.0,0.0,0.0,1.921038170474373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3961650421099483,0.0,0.0,0.0,0.0,6.971041014575487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
